Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
31,936,092.0 068.0,19-4903NS-HY-060-2012-09200680-0532A-3,532,6.180000,34.33000,,27.00700,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,532.0000,6.180000,6.130000,34.33000,27.00000,111.9000,0.940000,,,,,,,,,,536,,,,,,,,
31,937,092.0 068.0,19-4903NS-HY-060-2012-09200680-0600A-7,600,5.830000,34.38200,,27.09200,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0000,5.830000,5.780000,34.38200,27.09000,104.4000,1.020000,,,,,,,,,,604,,,,,,,,
31,938,092.0 068.0,19-4903NS-HY-060-2012-09200680-0700A-7,700,5.260000,34.43100,,27.20100,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0000,5.260000,5.200000,34.43100,27.20000,94.60000,1.120000,,,,,,,,,,705,,,,,,,,
31,939,092.0 068.0,19-4903NS-HY-060-2012-09200680-0789A-3,789,4.710000,34.45000,,27.27900,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,789.0000,4.710000,4.650000,34.45000,27.27000,87.30000,1.200000,,,,,,,,,,795,,,,,,,,
31,940,092.0 068.0,19-4903NS-HY-060-2012-09200680-0800A-7,800,4.670000,34.44800,,27.28200,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0000,4.670000,4.610000,34.44800,27.28000,87.10000,1.210000,,,,,,,,,,806,,,,,,,,
31,941,092.0 068.0,19-4903NS-HY-060-2012-09200680-0900A-7,900,4.350000,34.43000,,27.30300,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0000,4.350000,4.280000,34.43000,27.30000,85.40000,1.290000,,,,,,,,,,907,,,,,,,,
31,942,092.0 068.0,19-4903NS-HY-060-2012-09200680-1000A-7,1000,4.030000,34.41500,,27.32600,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.000,4.030000,3.950000,34.41500,27.32000,83.60000,1.380000,,,,,,,,,,1008,,,,,,,,
31,943,092.0 068.0,19-4903NS-HY-060-2012-09200680-1100A-7,1100,3.710000,34.40100,,27.34700,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1100.000,3.710000,3.630000,34.40100,27.34000,81.60000,1.460000,,,,,,,,,,1109,,,,,,,,
31,944,092.0 068.0,19-4903NS-HY-060-2012-09200680-1105A-3,1105,3.690000,34.40000,,27.34900,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1105.000,3.690000,3.610000,34.40000,27.34000,81.50000,1.460000,,,,,,,,,,1114,,,,,,,,
32,945,092.0 078.0,19-4903NS-HY-061-0224-09200780-0000B-3,0,13.60000,33.40000,,25.03400,,,,3,1,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.000000,13.60000,13.60000,33.40000,25.03000,291.6000,0.000000,,,,,,,,,,0,,,,,,,,
32,946,092.0 078.0,19-4903NS-HY-061-0224-09200780-0009A-3,9,13.61000,33.33000,,24.97800,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,9.000000,13.61000,13.61000,33.33000,24.97000,297.1000,0.020000,,,,,,,,,,9,,,,,,,,
32,947,092.0 078.0,19-4903NS-HY-061-0224-09200780-0010A-7,10,13.61000,33.33100,,24.97900,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.00000,13.61000,13.61000,33.33100,24.97000,297.1000,0.020000,,,,,,,,,,10,,,,,,,,
32,948,092.0 078.0,19-4903NS-HY-061-0224-09200780-0020A-7,20,13.57000,33.34400,,24.99700,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.00000,13.57000,13.57000,33.34400,24.99000,295.6000,0.050000,,,,,,,,,,20,,,,,,,,
32,949,092.0 078.0,19-4903NS-HY-061-0224-09200780-0026A-3,26,13.54000,33.35000,,25.00800,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,26.00000,13.54000,13.54000,33.35000,25.00000,294.7000,0.070000,,,,,,,,,,26,,,,,,,,
32,950,092.0 078.0,19-4903NS-HY-061-0224-09200780-0030A-7,30,13.53000,33.35800,,25.01600,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.00000,13.53000,13.53000,33.35800,25.01000,294.0000,0.080000,,,,,,,,,,30,,,,,,,,
32,951,092.0 078.0,19-4903NS-HY-061-0224-09200780-0049A-3,49,13.47000,33.39000,,25.05400,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,49.00000,13.47000,13.46000,33.39000,25.05000,291.0000,0.140000,,,,,,,,,,49,,,,,,,,
32,952,092.0 078.0,19-4903NS-HY-061-0224-09200780-0050A-7,50,13.46000,33.38900,,25.05500,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.00000,13.46000,13.45000,33.38900,25.05000,290.9000,0.140000,,,,,,,,,,50,,,,,,,,
32,953,092.0 078.0,19-4903NS-HY-061-0224-09200780-0075A-7,75,13.00000,33.29500,,25.07500,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.00000,13.00000,12.99000,33.29500,25.07000,289.7000,0.220000,,,,,,,,,,75,,,,,,,,
32,954,092.0 078.0,19-4903NS-HY-061-0224-09200780-0080A-3,80,12.85000,33.26000,,25.07700,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,80.00000,12.85000,12.84000,33.26000,25.07000,289.5000,0.230000,,,,,,,,,,80,,,,,,,,
32,955,092.0 078.0,19-4903NS-HY-061-0224-09200780-0100A-7,100,11.91000,33.27400,,25.26900,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0000,11.91000,11.90000,33.27400,25.26000,271.7000,0.290000,,,,,,,,,,100,,,,,,,,
32,956,092.0 078.0,19-4903NS-HY-061-0224-09200780-0102A-3,102,11.80000,33.28000,,25.29400,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,102.0000,11.80000,11.79000,33.28000,25.29000,269.3000,0.290000,,,,,,,,,,102,,,,,,,,
32,957,092.0 078.0,19-4903NS-HY-061-0224-09200780-0125A-7,125,10.45000,33.43100,,25.65300,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0000,10.45000,10.44000,33.43100,25.65000,235.4000,0.350000,,,,,,,,,,126,,,,,,,,
32,958,092.0 078.0,19-4903NS-HY-061-0224-09200780-0150A-7,150,9.180000,33.64100,,26.02800,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0000,9.180000,9.160000,33.64100,26.02000,200.0000,0.400000,,,,,,,,,,151,,,,,,,,
32,959,092.0 078.0,19-4903NS-HY-061-0224-09200780-0152A-3,152,9.090000,33.66000,,26.05800,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,152.0000,9.090000,9.070000,33.66000,26.05000,197.2000,0.410000,,,,,,,,,,153,,,,,,,,
32,960,092.0 078.0,19-4903NS-HY-061-0224-09200780-0200A-7,200,8.450000,33.86700,,26.32000,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0000,8.450000,8.430000,33.86700,26.32000,173.1000,0.500000,,,,,,,,,,201,,,,,,,,
32,961,092.0 078.0,19-4903NS-HY-061-0224-09200780-0201A-3,201,8.450000,33.87000,,26.32200,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,201.0000,8.450000,8.430000,33.87000,26.32000,172.9000,0.500000,,,,,,,,,,202,,,,,,,,
32,962,092.0 078.0,19-4903NS-HY-061-0224-09200780-0250A-7,250,7.790000,33.87000,,26.42100,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0000,7.790000,7.770000,33.87000,26.42000,164.1000,0.580000,,,,,,,,,,251,,,,,,,,
32,963,092.0 078.0,19-4903NS-HY-061-0224-09200780-0300A-3,300,7.180000,33.87000,,26.50800,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0000,7.180000,7.150000,33.87000,26.50000,156.3000,0.660000,,,,,,,,,,302,,,,,,,,
32,964,092.0 078.0,19-4903NS-HY-061-0224-09200780-0400A-7,400,6.400000,34.06100,,26.76400,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0000,6.400000,6.360000,34.06100,26.76000,133.1000,0.810000,,,,,,,,,,402,,,,,,,,
32,965,092.0 078.0,19-4903NS-HY-061-0224-09200780-0404A-3,404,6.380000,34.07000,,26.77400,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,404.0000,6.380000,6.340000,34.07000,26.77000,132.2000,0.810000,,,,,,,,,,407,,,,,,,,
32,966,092.0 078.0,19-4903NS-HY-061-0224-09200780-0500A-7,500,5.840000,34.20500,,26.95000,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0000,5.840000,5.800000,34.20500,26.95000,116.4000,0.930000,,,,,,,,,,503,,,,,,,,
32,967,092.0 078.0,19-4903NS-HY-061-0224-09200780-0600A-7,600,5.340000,34.32200,,27.10400,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0000,5.340000,5.290000,34.32200,27.10000,102.5000,1.040000,,,,,,,,,,604,,,,,,,,
32,968,092.0 078.0,19-4903NS-HY-061-0224-09200780-0610A-3,610,5.260000,34.40000,,27.17500,,,,3,2,8,2,,9,9,8,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,610.0000,5.260000,,34.40000,,,1.050000,,,,,,,,,,614,,,,,,,,
32,969,092.0 078.0,19-4903NS-HY-061-0224-09200780-0700A-7,700,4.920000,34.41200,,27.22500,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0000,4.920000,4.860000,34.41200,27.22000,91.70000,1.130000,,,,,,,,,,705,,,,,,,,
32,970,092.0 078.0,19-4903NS-HY-061-0224-09200780-0800A-7,800,4.570000,34.47600,,27.31500,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0000,4.570000,4.510000,34.47600,27.31000,83.70000,1.220000,,,,,,,,,,806,,,,,,,,
32,971,092.0 078.0,19-4903NS-HY-061-0224-09200780-0896A-3,896,4.310000,34.51000,,27.37100,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,896.0000,4.310000,4.240000,34.51000,27.37000,79.00000,1.300000,,,,,,,,,,903,,,,,,,,
32,972,092.0 078.0,19-4903NS-HY-061-0224-09200780-0900A-7,900,4.300000,34.51100,,27.37300,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0000,4.300000,4.230000,34.51100,27.37000,78.80000,1.300000,,,,,,,,,,907,,,,,,,,
32,973,092.0 078.0,19-4903NS-HY-061-0224-09200780-1000A-7,1000,4.010000,34.53000,,27.41900,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.000,4.010000,3.930000,34.53000,27.41000,74.80000,1.380000,,,,,,,,,,1008,,,,,,,,
32,974,092.0 078.0,19-4903NS-HY-061-0224-09200780-1100A-7,1100,3.710000,34.55000,,27.46600,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1100.000,3.710000,3.630000,34.55000,27.46000,70.60000,1.450000,,,,,,,,,,1109,,,,,,,,
32,975,092.0 078.0,19-4903NS-HY-061-0224-09200780-1200A-7,1200,3.420000,34.57200,,27.51200,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1200.000,3.420000,3.330000,34.57200,27.51000,66.30000,1.520000,,,,,,,,,,1211,,,,,,,,
32,976,092.0 078.0,19-4903NS-HY-061-0224-09200780-1235A-3,1235,3.320000,34.58000,,27.52900,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1235.000,3.320000,3.230000,34.58000,27.52000,64.80000,1.540000,,,,,,,,,,1246,,,,,,,,
33,977,092.0 088.0,19-4903NS-HY-061-0906-09200880-0000B-3,0,13.30000,33.44000,,25.12500,,,,3,1,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.000000,13.30000,13.30000,33.44000,25.12000,282.9000,0.000000,,,,,,,,,,0,,,,,,,,
33,978,092.0 088.0,19-4903NS-HY-061-0906-09200880-0008A-3,8,13.35000,33.28000,,24.99200,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,8.000000,13.35000,13.35000,33.28000,24.99000,295.8000,0.020000,,,,,,,,,,8,,,,,,,,
33,979,092.0 088.0,19-4903NS-HY-061-0906-09200880-0010A-7,10,13.32000,33.27500,,24.99400,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.00000,13.32000,13.32000,33.27500,24.99000,295.6000,0.020000,,,,,,,,,,10,,,,,,,,
33,980,092.0 088.0,19-4903NS-HY-061-0906-09200880-0020A-7,20,13.11000,33.23600,,25.00600,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.00000,13.11000,13.11000,33.23600,25.00000,294.8000,0.050000,,,,,,,,,,20,,,,,,,,
33,981,092.0 088.0,19-4903NS-HY-061-0906-09200880-0025A-3,25,12.98000,33.21000,,25.01200,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,25.00000,12.98000,12.98000,33.21000,25.01000,294.3000,0.070000,,,,,,,,,,25,,,,,,,,
33,982,092.0 088.0,19-4903NS-HY-061-0906-09200880-0030A-7,30,12.92000,33.19900,,25.01500,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.00000,12.92000,12.92000,33.19900,25.01000,294.1000,0.080000,,,,,,,,,,30,,,,,,,,
33,983,092.0 088.0,19-4903NS-HY-061-0906-09200880-0046A-3,46,12.78000,33.19000,,25.03600,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,46.00000,12.78000,12.77000,33.19000,25.03000,292.6000,0.130000,,,,,,,,,,46,,,,,,,,
33,984,092.0 088.0,19-4903NS-HY-061-0906-09200880-0050A-7,50,12.75000,33.19200,,25.04300,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.00000,12.75000,12.74000,33.19200,25.04000,292.0000,0.140000,,,,,,,,,,50,,,,,,,,
33,985,092.0 088.0,19-4903NS-HY-061-0906-09200880-0071A-3,71,12.64000,33.24000,,25.10300,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,71.00000,12.64000,12.63000,33.24000,25.10000,286.9000,0.200000,,,,,,,,,,71,,,,,,,,
33,986,092.0 088.0,19-4903NS-HY-061-0906-09200880-0075A-7,75,12.62000,33.25400,,25.11700,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.00000,12.62000,12.61000,33.25400,25.11000,285.6000,0.210000,,,,,,,,,,75,,,,,,,,
33,987,092.0 088.0,19-4903NS-HY-061-0906-09200880-0096A-3,96,12.52000,33.39000,,25.24300,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,96.00000,12.52000,12.51000,33.39000,25.24000,274.2000,0.270000,,,,,,,,,,96,,,,,,,,
33,988,092.0 088.0,19-4903NS-HY-061-0906-09200880-0100A-7,100,12.31000,33.40700,,25.29600,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0000,12.31000,12.30000,33.40700,25.29000,269.2000,0.280000,,,,,,,,,,100,,,,,,,,
33,989,092.0 088.0,19-4903NS-HY-061-0906-09200880-0125A-7,125,10.89000,33.51900,,25.64500,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0000,10.89000,10.87000,33.51900,25.64000,236.3000,0.350000,,,,,,,,,,126,,,,,,,,
33,990,092.0 088.0,19-4903NS-HY-061-0906-09200880-0144A-3,144,9.670000,33.62000,,25.93200,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,144.0000,9.670000,9.650000,33.62000,25.93000,209.1000,0.390000,,,,,,,,,,145,,,,,,,,
33,991,092.0 088.0,19-4903NS-HY-061-0906-09200880-0150A-7,150,9.490000,33.66100,,25.99400,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0000,9.490000,9.470000,33.66100,25.99000,203.4000,0.400000,,,,,,,,,,151,,,,,,,,
33,992,092.0 088.0,19-4903NS-HY-061-0906-09200880-0191A-3,191,8.660000,33.91000,,26.32100,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,191.0000,8.660000,8.640000,33.91000,26.32000,172.9000,0.480000,,,,,,,,,,192,,,,,,,,
33,993,092.0 088.0,19-4903NS-HY-061-0906-09200880-0200A-7,200,8.500000,33.93800,,26.36800,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0000,8.500000,8.480000,33.93800,26.36000,168.6000,0.490000,,,,,,,,,,201,,,,,,,,
33,994,092.0 088.0,19-4903NS-HY-061-0906-09200880-0250A-7,250,7.760000,34.03500,,26.55500,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0000,7.760000,7.740000,34.03500,26.55000,151.4000,0.570000,,,,,,,,,,251,,,,,,,,
33,995,092.0 088.0,19-4903NS-HY-061-0906-09200880-0286A-3,286,7.360000,34.04000,,26.61700,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,286.0000,7.360000,7.330000,34.04000,26.61000,146.0000,0.630000,,,,,,,,,,288,,,,,,,,
33,996,092.0 088.0,19-4903NS-HY-061-0906-09200880-0300A-7,300,7.220000,34.04000,,26.63600,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0000,7.220000,7.190000,34.04000,26.63000,144.2000,0.650000,,,,,,,,,,302,,,,,,,,
33,997,092.0 088.0,19-4903NS-HY-061-0906-09200880-0379A-3,379,6.580000,34.04000,,26.72400,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,379.0000,6.580000,6.550000,34.04000,26.72000,136.7000,0.760000,,,,,,,,,,381,,,,,,,,
33,998,092.0 088.0,19-4903NS-HY-061-0906-09200880-0400A-7,400,6.440000,34.04900,,26.75000,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0000,6.440000,6.400000,34.04900,26.75000,134.5000,0.790000,,,,,,,,,,402,,,,,,,,
33,999,092.0 088.0,19-4903NS-HY-061-0906-09200880-0500A-7,500,5.850000,34.11300,,26.87600,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0000,5.850000,5.810000,34.11300,26.87000,123.3000,0.920000,,,,,,,,,,503,,,,,,,,
33,1000,092.0 088.0,19-4903NS-HY-061-0906-09200880-0552A-3,552,5.600000,34.16000,,26.94400,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,552.0000,5.600000,5.550000,34.16000,26.94000,117.3000,0.980000,,,,,,,,,,556,,,,,,,,
33,1001,092.0 088.0,19-4903NS-HY-061-0906-09200880-0600A-7,600,5.370000,34.21700,,27.01700,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0000,5.370000,5.320000,34.21700,27.01000,110.7000,1.030000,,,,,,,,,,604,,,,,,,,
33,1002,092.0 088.0,19-4903NS-HY-061-0906-09200880-0700A-7,700,4.920000,34.33400,,27.16300,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0000,4.920000,4.860000,34.33400,27.16000,97.50000,1.140000,,,,,,,,,,705,,,,,,,,
33,1003,092.0 088.0,19-4903NS-HY-061-0906-09200880-0800A-7,800,4.530000,34.44400,,27.29400,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0000,4.530000,4.470000,34.44400,27.29000,85.60000,1.230000,,,,,,,,,,806,,,,,,,,
33,1004,092.0 088.0,19-4903NS-HY-061-0906-09200880-0843A-3,843,4.380000,34.49000,,27.34700,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,843.0000,4.380000,4.310000,34.49000,27.34000,80.80000,1.270000,,,,,,,,,,849,,,,,,,,
33,1005,092.0 088.0,19-4903NS-HY-061-0906-09200880-0900A-7,900,4.220000,34.50100,,27.37400,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0000,4.220000,4.150000,34.50100,27.37000,78.60000,1.310000,,,,,,,,,,907,,,,,,,,
33,1006,092.0 088.0,19-4903NS-HY-061-0906-09200880-1000A-7,1000,3.930000,34.52200,,27.42100,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.000,3.930000,3.850000,34.52200,27.42000,74.50000,1.390000,,,,,,,,,,1008,,,,,,,,
33,1007,092.0 088.0,19-4903NS-HY-061-0906-09200880-1100A-7,1100,3.640000,34.54400,,27.46800,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1100.000,3.640000,3.560000,34.54400,27.46000,70.20000,1.460000,,,,,,,,,,1109,,,,,,,,
33,1008,092.0 088.0,19-4903NS-HY-061-0906-09200880-1168A-3,1168,3.450000,34.56000,,27.50000,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1168.000,3.450000,3.360000,34.56000,27.50000,67.30000,1.510000,,,,,,,,,,1178,,,,,,,,
34,1009,092.0 098.0,19-4903NS-HY-061-1618-09200980-0000B-3,0,13.89000,33.42000,,24.99000,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.000000,13.89000,13.89000,33.42000,24.99000,295.7000,0.000000,,,,,,,,,,0,,,,,,,,
34,1010,092.0 098.0,19-4903NS-HY-061-1618-09200980-0009A-3,9,13.94000,33.51000,,25.04900,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,9.000000,13.94000,13.94000,33.51000,25.04000,290.4000,0.020000,,,,,,,,,,9,,,,,,,,
34,1011,092.0 098.0,19-4903NS-HY-061-1618-09200980-0010A-7,10,13.94000,33.50700,,25.04700,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.00000,13.94000,13.94000,33.50700,25.04000,290.6000,0.020000,,,,,,,,,,10,,,,,,,,
34,1012,092.0 098.0,19-4903NS-HY-061-1618-09200980-0020A-7,20,13.93000,33.45800,,25.01100,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.00000,13.93000,13.93000,33.45800,25.01000,294.3000,0.050000,,,,,,,,,,20,,,,,,,,
34,1013,092.0 098.0,19-4903NS-HY-061-1618-09200980-0025A-3,25,13.92000,33.42000,,24.98400,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,25.00000,13.92000,13.92000,33.42000,24.98000,297.0000,0.070000,,,,,,,,,,25,,,,,,,,
34,1014,092.0 098.0,19-4903NS-HY-061-1618-09200980-0030A-7,30,13.84000,33.40900,,24.99200,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.00000,13.84000,13.84000,33.40900,24.99000,296.3000,0.080000,,,,,,,,,,30,,,,,,,,
34,1015,092.0 098.0,19-4903NS-HY-061-1618-09200980-0048A-3,48,13.48000,33.35000,,25.02100,,,,3,2,,2,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,48.00000,13.48000,13.47000,33.35000,25.02000,294.1000,0.140000,,,,,,,,,,48,,,,,,,,
34,1016,092.0 098.0,19-4903NS-HY-061-1618-09200980-0050A-7,50,13.47000,33.35100,,25.02400,,,,7,2,,3,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.00000,13.47000,13.46000,33.35100,25.02000,293.9000,0.140000,,,,,,,,,,50,,,,,,,,
